         1,         0, 13098, 17273, 18659, 19663, 15464, 14112
         2,       250, 13540, 15644, 19665, 19663, 15464, 14112
         3,       500, 13702, 15403, 19710, 19228, 16370, 13755
         4,       750, 13834, 16706, 18381, 19075, 16663, 13652
         5,      1000, 14053, 16357, 18463, 19126, 15898, 14295
         6,      1250, 13911, 17293, 17765, 19065, 15433, 14784
         7,      1500, 13852, 17945, 17235, 18933, 15688, 14695
         8,      1750, 13948, 17558, 17484, 19009, 14700, 15514
         9,      2000, 13841, 18829, 16441, 18923, 15296, 15063
        10,      2250, 13855, 18552, 16680, 18761, 15677, 14890
        11,      2500, 14103, 17063, 17767, 18762, 15214, 15310
        12,      2750, 14279, 16525, 18067, 18640, 15623, 15069
        13,      3000, 14373, 16445, 18039, 18522, 15698, 15128
        14,      3250, 14459, 16962, 17476, 18534, 15440, 15351
        15,      3500, 14387, 17717, 16866, 18502, 15312, 15502
        16,      3750, 14288, 18109, 16616, 18506, 14992, 15789
        17,      4000, 14240, 18196, 16588, 18574, 14576, 16095
        18,      4250, 14156, 18658, 16259, 18600, 14488, 16148
        19,      4500, 14052, 19094, 15974, 18586, 14643, 16021
        20,      4750, 14057, 18769, 16264, 18616, 14555, 16069
        21,      5000, 14091, 18209, 16738, 18626, 14542, 16070
        22,      5250, 14110, 17952, 16951, 18623, 14591, 16029
        23,      5500, 14118, 17958, 16936, 18683, 14362, 16173
        24,      5750, 14023, 18602, 16453, 18738, 14299, 16171
        25,      6000, 13880, 19075, 16176, 18802, 14095, 16288
        26,      6250, 13761, 19228, 16165, 18920, 13726, 16498
        27,      6500, 13619, 19454, 16112, 19021, 13573, 16528
        28,      6750, 13481, 19710, 16028, 19112, 13502, 16496
        29,      7000, 13373, 19822, 16042, 19208, 13463, 16428
        30,      7250, 13280, 19705, 16248, 19288, 13479, 16327
        31,      7500, 13221, 19368, 16618, 19375, 13429, 16279
        32,      7750, 13165, 19204, 16829, 19474, 13348, 16246
        33,      8000, 13066, 19393, 16763, 19578, 13269, 16206
        34,      8250, 12923, 19764, 16579, 19691, 13180, 16166
        35,      8500, 12771, 19998, 16531, 19819, 13018, 16176
        36,      8750, 12622, 20090, 16607, 19950, 12865, 16175
        37,      9000, 12479, 20163, 16694, 20076, 12793, 16104
        38,      9250, 12350, 20227, 16776, 20196, 12778, 15989
        39,      9500, 12235, 20235, 16892, 20302, 12827, 15830
        40,      9750, 12142, 20066, 17145, 20401, 12867, 15687
        41,     10000, 12072, 19807, 17457, 20503, 12868, 15576
        42,     10250, 11998, 19696, 17638, 20603, 12881, 15457
        43,     10500, 11905, 19782, 17660, 20701, 12890, 15343
        44,     10750, 11796, 19923, 17648, 20802, 12881, 15242
        45,     11000, 11687, 19980, 17714, 20901, 12869, 15147
        46,     11250, 11592, 19925, 17867, 20994, 12866, 15049
        47,     11500, 11513, 19850, 18020, 21079, 12911, 14917
        48,     11750, 11446, 19782, 18154, 21150, 13012, 14748
        49,     12000, 11396, 19658, 18321, 21207, 13139, 14571
        50,     12250, 11367, 19433, 18556, 21256, 13251, 14416
        51,     12500, 11353, 19191, 18791, 21298, 13352, 14278
        52,     12750, 11341, 19044, 18938, 21334, 13456, 14145
        53,     13000, 11323, 19007, 18991, 21364, 13558, 14020
        54,     13250, 11302, 18990, 19029, 21387, 13657, 13904
        55,     13500, 11290, 18903, 19122, 21403, 13754, 13798
        56,     13750, 11294, 18748, 19258, 21410, 13863, 13692
        57,     14000, 11313, 18590, 19381, 21405, 14004, 13569
        58,     14250, 11345, 18436, 19487, 21386, 14173, 13436
        59,     14500, 11392, 18248, 19609, 21355, 14348, 13309
        60,     14750, 11454, 18015, 19754, 21315, 14512, 13202
